place_id,name,rating,reviews_count,lat,lng,types,price_level,query
ChIJO-zP-QeIQQ0RypPybBogF2I,Parque de Atracciones de Madrid,4.1,39662.0,40.411883,-3.750058,"amusement_park, establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJ35PCcoQoQg0RGhxNE3_2Iak,Círculo de Bellas Artes,4.4,33457.0,40.4183042,-3.6965333,"art_gallery, establishment, movie_theater, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJM7u8_EkmQg0RSH-cbUX_1Yc,Matadero Madrid,4.6,31796.0,40.3919453,-3.697883399999999,"establishment, museum, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJTcV2FZ8oQg0RyFE83TPKXW0,Estanque Grande del Retiro,4.7,34498.0,40.417142,-3.6839005,"establishment, park, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJm1TJPX4oQg0R5uFSWl5x2zU,Clock Tower of Sun Gate,4.7,263.0,40.4165583,-3.7037846,"establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJC9wRagApQg0RW_tigd7ML-o,Madrid Self-Guided Scavenger Hunt,,,40.4172697,-3.7038095,"establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJ8wzwJH4pQg0RhZpwexmym_w,Pubcrawl Madrid Vibes,5.0,185.0,40.4172697,-3.7038095,"establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJf7caCAApQg0RZ7jg-p91cFo,main plaza,4.0,2.0,40.4165927,-3.7030921,"establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJQcevZQApQg0RZAAmvLpundQ,Placa conmemorativa de la fundación del PSPR,4.0,1.0,40.4171724,-3.704593,"establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJo0XX-p0pQg0Rhj5a2AQrZ5s,"Mural ""Calle Invisible""",4.2,24.0,40.4150588,-3.7022058,"establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJtcJnefMpQg0RLJ46aNHZ8ag,Graffiti,4.5,2.0,40.4268303,-3.7033334,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJNdq5TgApQg0R37v8FvQ-DHY,Estatua Malasaña 1/3,,,40.4243614,-3.7071451,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJuzJvDAApQg0RM-zXejfQGsY,Casa de Manuela Malasaña Oñoro,5.0,1.0,40.428859,-3.7044589,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJs4IOFWIoQg0RsRhSAEImv3g,Plaza del Dos de Mayo,4.2,13489.0,40.426999,-3.704030299999999,"establishment, park, point_of_interest",,tourist attractions Malasaña Madrid
ChIJ7YkyFAApQg0RXZbmlr8cNPY,Casa Ratoncito Pérez | Madrid,4.8,298.0,40.4259444,-3.7053987,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJ7TTCRwApQg0Rx-8ybfw9vDU,Madrid Bench Primark,4.0,4.0,40.4202324,-3.7032998,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJCeTLWHwoQg0ReGpwiP45wwg,Edificio Carrión,4.6,1638.0,40.42045110000001,-3.7065669,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJsfdII2QoQg0RcyQm0fprP_o,Museo ABC,4.3,2046.0,40.4277672,-3.7095749,"establishment, museum, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJA3GyQwApQg0RlAEWrqDnhVA,"Tablo Flamenco Torres Bermejas, Madrid",,,40.4195297,-3.703784299999999,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJDX0e6mIoQg0REsiwHnvjK3E,CarpetaniaMadrid,4.8,56.0,40.4243483,-3.7044763,"establishment, point_of_interest, tourist_attraction",,tourist attractions Malasaña Madrid
ChIJwR9qn38oQg0R2IxpebzuZxI,Babylon Tours Madrid,5.0,109.0,40.41402040000001,-3.7052006,"establishment, point_of_interest, tourist_attraction, travel_agency",,tourist attractions Malasaña Madrid
ChIJF2z_lO8pQg0RPE7JvjAcDXc,"Mural ""Offset"" de NEVERCREW",4.3,15.0,40.4225774,-3.699037499999999,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chueca Madrid
ChIJbzS6N4QoQg0R8qUJ8IM5Mrw,Casa de las Siete Chimeneas,4.3,477.0,40.42019150000001,-3.6964745,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chueca Madrid
ChIJVVUVT4QoQg0R81C7vyFp1lg,Plaza del Rey,4.3,1034.0,40.4201792,-3.6961616,"establishment, park, point_of_interest",,tourist attractions Chueca Madrid
ChIJ5Tasx-8pQg0R9MFJCiMOyfg,Free Tour Madrid,4.9,2631.0,40.417867,-3.6927161,"establishment, local_government_office, museum, point_of_interest, tourist_attraction, travel_agency",,tourist attractions Chueca Madrid
ChIJEyHKMwApQg0RaF7Mdw2IuSA,Cartel de la estación del día del orgullo (Chueca),,,40.4225842,-3.6976578,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chueca Madrid
ChIJgUa_uogoQg0Rj96ldT2aonM,Church of Saint Anton,4.6,1950.0,40.4239566,-3.6986959,"church, establishment, place_of_worship, point_of_interest, tourist_attraction",,tourist attractions Chueca Madrid
ChIJmzc8-6wnQg0RbgTCJpoGtVI,Monument to Federico Chueca,4.4,18.0,40.4109759,-3.6811344,"establishment, point_of_interest",,tourist attractions Chueca Madrid
ChIJ17YdUXwoQg0RSzcYZ1R_kTg,Free Walking Tours Madrid,4.9,3004.0,40.4200139,-3.7060563,"establishment, point_of_interest, tourist_attraction, travel_agency",,tourist attractions Chueca Madrid
ChIJoWEN6ZooQg0RymDa9_LW1X8,Palacio del Marqués de Salamanca,4.6,130.0,40.4211946,-3.6914624,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJq_vqzZcpQg0RWmwmyOQskB8,El gato de la caja,,,40.4301933,-3.6838619,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJcTe3UcUpQg0R27SvwQbgvuc,Transparencias (De Madrid al Cielo),4.0,6.0,40.4240674,-3.6769695,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJAx6d-JgoQg0R2j8ytTX1bKc,Palacio de Federico Ortiz,4.5,6.0,40.4210636,-3.6847579,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJjxz_g14pQg0RBqx3hyO1O7k,Belles façades,5.0,1.0,40.426253,-3.685297,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJN_sg65AoQg0Rl3QRK_EIa_s,Descubrimiento Garden,4.3,336.0,40.4251949,-3.6887681,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJrYo6Fb4oQg0RKijdcYJMN2E,Palacio de Saldaña,4.3,76.0,40.4299983,-3.6813918,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJN8JXMJsoQg0RTn6MzGYAAas,Casa de América,4.5,2860.0,40.4198825,-3.692170399999999,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJOcd3GjYpQg0RHeB-horjNBk,Bandera de España Plaza Colón,4.6,70.0,40.424717,-3.6886919,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJ_emsLAApQg0RVgLUQ4VOXCk,Recorrido Madrid de Antonio Palacios,,,40.4202097,-3.6878564,"establishment, point_of_interest, tourist_attraction",,tourist attractions Salamanca Madrid
ChIJxfUOYysmQg0R0IXw9eirnnE,Lavapiés,,,40.4084422,-3.7007926,"neighborhood, political",,tourist attractions Lavapiés Madrid
ChIJc8SAjdcnQg0RXViU5YCmRWQ,La Latina,,,40.4115369,-3.7106186,"neighborhood, political",,tourist attractions La Latina Madrid
ChIJv3ERb-IoQg0Rs2mh59vAhRY,Tour Bernabéu,4.3,23081.0,40.4522072,-3.689332899999999,"establishment, museum, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJAeNFJAMpQg0RA4noYn6XtAA,Estanque del Monumento a Isabel la Católica,4.8,29.0,40.4402961,-3.690830199999999,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJ5X7akPYpQg0RyWETQjHb-Ak,Urban art,3.5,6.0,40.47299,-3.6836647,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJsV5fbNkoQg0RsuodgAB71IQ,Berlin Park,4.4,11555.0,40.4504072,-3.675755799999999,"establishment, park, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJqXoqaWcpQg0RHBfuewcQTq8,Estanque del Parque de Berlín,4.5,20.0,40.4510502,-3.6752007,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJ7ROz62opQg0R183RxauNXYA,Museo de la EMT,4.5,739.0,40.4763543,-3.6830234,"establishment, museum, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJH3GETQApQg0R6d73E015ppI,Fuente JJ,5.0,2.0,40.46831299999999,-3.686895799999999,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJRa22NO4oQg0RXZ_6xs2ryWE,Fuente de la Plaza San Juan de la Cruz,4.4,1118.0,40.4412056,-3.6917429,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJ4UzORwApQg0REqLMnPyFW3g,La CHOFERNETA,5.0,2.0,40.47230649999999,-3.6789199,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJYybOb7MpQg0RY0lhKR_N1j0,Villa Capri,4.7,27316.0,40.4261004,-3.6967338,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Madrid center
ChIJ3w5IZMwpQg0RHKE3CN7wf4o,Restaurante Her,4.9,5251.0,40.4264441,-3.688764399999999,"establishment, food, point_of_interest, restaurant",,best restaurants Madrid center
ChIJ06__uS8pQg0RUb4WhFvxM-4,Asado Central,4.8,7048.0,40.4157728,-3.7017653,"establishment, food, point_of_interest, restaurant",,best restaurants Madrid center
ChIJVyB9BnYpQg0RlWl7m3X88lM,Restaurante Bel Mondo,4.7,49593.0,40.4260628,-3.684320399999999,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Madrid center
ChIJ4xYiGx0nQg0R7abZj0GXzt0,MARCELLE,4.9,408.0,40.4124498,-3.6956768,"establishment, food, point_of_interest, restaurant",,best restaurants Madrid center
ChIJsTMCAocoQg0R2in-xQOdPwc,Angelita Madrid,4.7,3346.0,40.4203613,-3.700395,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Madrid center
ChIJi0vRVCkmQg0RhJD1GJk3jkU,Casa Alberto,4.4,5130.0,40.4137615,-3.7001568,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Madrid center
ChIJz271F4QoQg0RB0PVzUicAqw,Ático Restaurante & Terraza,4.5,1663.0,40.419354,-3.6971698,"establishment, food, point_of_interest, restaurant",3.0,best restaurants Madrid center
ChIJaZxVboEoQg0R2Xyk4VBN6QA,CEBO Madrid,4.7,1061.0,40.41636,-3.69863,"establishment, food, point_of_interest, restaurant",3.0,best restaurants Madrid center
ChIJcfNWJ9YnQg0RZLL0hcVboYA,Ástor gastro-place,4.9,2698.0,40.412688,-3.7095653,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Madrid center
ChIJ189rc3soQg0R7l7WUa5fgo8,El Minibar,4.7,8189.0,40.4163335,-3.7091914,"bar, establishment, food, point_of_interest, restaurant",1.0,best restaurants Madrid center
ChIJ0-qngEgpQg0RizdgpKsYEJE,Cocuiza Brunch and Coffee Chueca,4.9,183.0,40.4219911,-3.6988709,"establishment, food, point_of_interest, restaurant",,best restaurants Chueca Madrid
ChIJh3vHoA4pQg0Rn3VJuC4HQjc,Secrets Chueca,4.6,1462.0,40.4219977,-3.6972488,"establishment, food, point_of_interest, restaurant",,best restaurants Chueca Madrid
ChIJVw8lFQMpQg0R5T1RN1rfLjg,Los Aguachiles Chueca,5.0,267.0,40.4216294,-3.6986786,"bar, establishment, food, point_of_interest, restaurant",,best restaurants Chueca Madrid
ChIJi5Gu2oUoQg0RIwY2tgaLJ8Y,Diurno Restaurante & Bar Chueca,4.3,5089.0,40.4213166,-3.697199,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJp0iAs5kpQg0REg9rNYuY8PQ,Mad Mad Vegan,4.8,3532.0,40.4226983,-3.6986087,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJpSw2U34pQg0R7IItTkPT5rM,PerretxiCo Chueca,4.5,2187.0,40.4219293,-3.696581799999999,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJWyVKDYYoQg0R5jvoHijuKbQ,Kuoco,4.7,1976.0,40.422763,-3.6955445,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJw4S4k_gpQg0Rw3VsJ45TTKQ,BARGANZO,4.8,3903.0,40.4210726,-3.6968127,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJ_1XQZ1EpQg0R0xTMBmburPA,Entre Santos Cocktail Bar & Food,4.7,2694.0,40.4214175,-3.6986522,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJ19o1AoYoQg0RzizKRmh1zvE,Taberna La Buha Chueca,4.1,8031.0,40.4230853,-3.6980774,"establishment, food, point_of_interest, restaurant",1.0,best restaurants Chueca Madrid
ChIJfZS-ICIpQg0RSNzYkHdAYL4,Los Espetinhos Chueca,4.8,1381.0,40.4228537,-3.6969627,"establishment, food, point_of_interest, restaurant",,best restaurants Chueca Madrid
ChIJv82ZffYpQg0RoZb0hNIATIw,Brunchit,4.7,1835.0,40.4222857,-3.6978954,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJuRPO-IcpQg0RfH5dFg9fyx4,Indian Accent Madrid,4.9,3763.0,40.420508,-3.6968782,"establishment, food, point_of_interest, restaurant",1.0,best restaurants Chueca Madrid
ChIJd3DAv38pQg0RngUoQPJGJUw,Boca Brava Asador,4.8,4739.0,40.42051840000001,-3.7002514,"establishment, food, point_of_interest, restaurant",,best restaurants Chueca Madrid
ChIJ5UCWdoYoQg0Ra7ny3VSNgCU,La Cerda de Chueca,4.1,4684.0,40.4215945,-3.6980498,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJAXY8g28pQg0RqdqqyN3dMJo,Nunuka | Georgian Restaurant Madrid,4.6,1971.0,40.4208672,-3.697648,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Chueca Madrid
ChIJZSzTBIYoQg0R6-HewretBEw,Tapas beer y vinos,4.7,953.0,40.42270430000001,-3.698471699999999,"bar, establishment, food, point_of_interest, restaurant",1.0,best restaurants Chueca Madrid
ChIJnx_fKOApQg0RlDK1xQwDUBI,La Taberna de Peñalver,4.8,18328.0,40.4337811,-3.6747195,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Salamanca Madrid
ChIJxdMZiGQpQg0RW7mky2_e9Vw,Restaurante Más de Santa,4.8,908.0,40.43402409999999,-3.6765615,"establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJAYTTJwQpQg0R53CSdk1RxKM,Almara | Restaurante Barrio Salamanca Madrid,4.8,157.0,40.4371143,-3.6891747,"bar, establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJIUMm3GwpQg0RxidUZoIEcZw,La Parrilla de Salamanca,4.5,1171.0,40.4311725,-3.6773443,"bar, establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJQ0FD074oQg0Rgc5_7z17bmU,Casa Carola,4.7,3181.0,40.4311671,-3.677610999999999,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Salamanca Madrid
ChIJkaH63mopQg0RAJ4rgvTDPh0,Restaurante Barra Alta Madrid,4.5,1180.0,40.4232395,-3.6857037,"establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJyQEtGgApQg0R_cSpCkRaxgk,Li-Onna Madrid,4.8,4171.0,40.4223719,-3.6910609,"establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJmYaFeggpQg0R6WUWGb8Iir0,La Tasquita de Salamanca,4.7,824.0,40.4311568,-3.6733552,"bar, establishment, food, point_of_interest, restaurant",1.0,best restaurants Salamanca Madrid
ChIJt5pvjJYoQg0R8Pgt0BsIijo,Oh Délice Bistrot Ostreria,4.9,148.0,40.4277181,-3.6858011,"establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJC_F3jpYoQg0RfqR_lVosOdM,Casa Dani,4.5,11753.0,40.4270238,-3.6856626,"establishment, food, meal_takeaway, point_of_interest, restaurant",1.0,best restaurants Salamanca Madrid
ChIJHfkdyNcnQg0RTaFKOejctbU,Juana La Loca,4.5,8049.0,40.4217767,-3.6903157,"bar, establishment, food, point_of_interest, restaurant",2.0,best restaurants Salamanca Madrid
ChIJTZNlMpooQg0R32FqbcrMAzU,Restaurante La Vanduca,4.5,2379.0,40.4210403,-3.6881587,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Salamanca Madrid
ChIJOTvSAJMpQg0RgSaYLTOI5Bc,Terracotta Velázquez | Restaurante Barrio Salamanca,4.6,1403.0,40.429849,-3.6833609,"bar, establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJdZ4dctwpQg0RdR2QcszBwRQ,Baldoria Madrid,4.8,24716.0,40.429532,-3.6708832,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Salamanca Madrid
ChIJYaYOqaQoQg0RGm8I1qetdZA,La Bien Aparecida,4.5,3403.0,40.4238496,-3.6870858,"establishment, food, point_of_interest, restaurant",3.0,best restaurants Salamanca Madrid
ChIJH_tECRHzQQ0RxKUwzmqVfTQ,La Maruca - Velázquez,4.3,8923.0,40.4275228,-3.6837319,"establishment, food, point_of_interest, restaurant",2.0,best restaurants Salamanca Madrid
ChIJx_2d_UgpQg0Rw1wOh7XOzlY,Restaurante Allegra,4.7,3826.0,40.4221667,-3.684619,"establishment, food, point_of_interest, restaurant",3.0,best restaurants Salamanca Madrid
ChIJs4961yYpQg0RydMvcDWd3rI,Kentya Madrid,4.7,252.0,40.4259377,-3.6852211,"establishment, food, point_of_interest, restaurant",,best restaurants Salamanca Madrid
ChIJ-y5KqwInQg0RODJOqQ7_N0Q,La Taberna de Al Lado,4.8,858.0,40.4114865,-3.7029853,"bar, establishment, food, point_of_interest, restaurant",,best restaurants Lavapiés Madrid
ChIJseyNySsmQg0RZkg7vI8QXEQ,Los Porfiados,4.7,2176.0,40.4101667,-3.6989804,"establishment, food, point_of_interest, restaurant",1.0,best restaurants Lavapiés Madrid
ChIJT6XGgs8nQg0RWOtaJuxqmQQ,Taberna Restaurante El Típico Madrid,4.7,613.0,40.4119004,-3.7017108,"bar, establishment, food, point_of_interest, restaurant",,best restaurants Lavapiés Madrid
ChIJxQsSZY8nQg0RvNNk-CrHNgA,Gracias Vieja,4.8,520.0,40.4104118,-3.7024891,"bar, establishment, food, point_of_interest, restaurant",,best restaurants Lavapiés Madrid
ChIJtRbzP-2HQQ0RJx9XvRW6qLw,Casa de Campo,4.6,52126.0,40.4252589,-3.7526816,"establishment, park, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJ360xd3ooQg0REafNBGVirg0,Sabatini Garden,4.6,9813.0,40.42033199999999,-3.7140039,"establishment, point_of_interest, tourist_attraction",,tourist attractions Madrid center
ChIJk2HAKAApQg0RGS9Bx9dMX7k,Títeres clavileño,,,40.4508572,-3.675317499999999,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJ5U6NUxkpQg0Rs5sNEbqzg1o,San Fernando Garden,4.2,786.0,40.4595706,-3.6872943,"establishment, park, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJHVbURBcpQg0RPxDOml11AxA,Cuarto Depósito,4.4,2094.0,40.4649307,-3.6871436,"establishment, park, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJkaN10RApQg0RPWOyC5f3JkQ,Fundación Canal,4.5,4745.0,40.4659643,-3.6880179,"establishment, museum, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJzY9ECNkoQg0RFhAr0hZCH0c,Remnants of the Berlin Wall,4.6,265.0,40.451191,-3.6751117,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJT9qzkxApQg0RbP3h6B3AWQM,Monumento a José Calvo Sotelo,4.2,194.0,40.4652394,-3.6894181,"establishment, point_of_interest, tourist_attraction",,tourist attractions Chamartín Madrid
ChIJY1yJo6gpQg0RCDrbth_PeT4,Madrid Tourist Guides,4.0,2.0,40.4625118,-3.6855063,"establishment, point_of_interest, travel_agency",,tourist attractions Chamartín Madrid
ChIJt1Dvk54oQg0RCOGVrwRjnhA,Paseo de las Estatuas,4.7,152.0,40.4168041,-3.686277899999999,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJBQ1g3x8mQg0Rth6_rYPGDSc,Cascada Parque El Retiro,4.7,400.0,40.4135354,-3.6811914,"establishment, park, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJ-_VgjGkpQg0R3lP8tSHiKgo,Paseo de México,4.7,40.0,40.4194944,-3.6872962,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJXW01Q58oQg0RZxKRxshjULI,Monument to Alfonso XII,4.7,3279.0,40.417318,-3.6830607,"establishment, park, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJ-f5pgB8mQg0RIJzX-JzlFEk,Fountain of the Fallen Angel,4.6,9204.0,40.4110538,-3.6825368,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJXyiDup8oQg0RttBlmzyOdCw,Fuente de la Alcachofa,4.5,301.0,40.415413,-3.6842236,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJK5kBNgApQg0R0PpsfgeCUXA,Barrio de las Letras,5.0,2.0,40.4158711,-3.6908812,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJE14_CbonQg0RD7A83-D5fMw,Castillete del Retiro,4.5,15.0,40.4110242,-3.6780116,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJ6dUfAx8mQg0RYjyqOfu9Lng,Rose Garden,4.7,5419.0,40.41079010000001,-3.6803226,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJQ5ZUtp0oQg0RInkmVIXJAzQ,El Casón del Buen Retiro,4.3,170.0,40.4152817,-3.6896006,"establishment, library, museum, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJp5RzVqIoQg0R3_HIJk2_iHc,Montaña Artificial,4.1,883.0,40.4211426,-3.6804125,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJq80RYxcpQg0R7-DKLk-WDKg,Fuente de la Salud del Retiro,4.3,9.0,40.4204417,-3.6845106,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJxZRukaEoQg0RlC_-5sMfjKM,Monumento to Martínez Campos,4.5,381.0,40.4178024,-3.6809079,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJU8rQu6AoQg0RjUbEeant6PM,Cecilio Rodríguez Garden,4.8,3477.0,40.4133196,-3.6779997,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJi_NS7icmQg0RK8FepNiBeSk,Real Jardín Botánico,4.4,36505.0,40.4111064,-3.6911267,"establishment, point_of_interest, tourist_attraction",,tourist attractions Retiro Madrid
ChIJ7WxzRwApQg0RLLaHHHydKFI,retiro Park,4.8,5.0,40.4162024,-3.6802552,"establishment, point_of_interest",,tourist attractions Retiro Madrid
ChIJn5QRAHkoQg0RM_q8r1SaSsM,Casa de Cisneros,4.5,311.0,40.4148669,-3.7104378,"establishment, point_of_interest, tourist_attraction",,things to do Madrid center
ChIJSWOgLw4pQg0RC0t6k5xBdhY,Kilometre Zero,4.6,3550.0,40.4166359,-3.7038101,"establishment, landmark, point_of_interest, tourist_attraction",,things to do Madrid center
ChIJw6gRPH4oQg0RABHe9Rw1PkI,Real Casa de Correos,4.5,1086.0,40.4164102,-3.7037974,"establishment, point_of_interest, tourist_attraction",,things to do Madrid center
ChIJP5YWaX4oQg0RWZTLRYppQEI,La Mariblanca,4.4,308.0,40.4168618,-3.7045595,"establishment, point_of_interest, tourist_attraction",,things to do Madrid center
ChIJXeEW14AoQg0RWhgMk3A9TY8,San Fernando Fine Art Royal Academy,4.6,4365.0,40.4177044,-3.7007558,"establishment, museum, point_of_interest, tourist_attraction",,things to do Madrid center
ChIJv3OXBoUpQg0REnpu2L3j7OI,Things to do in Madrid,4.3,4.0,40.4359765,-3.6906525,"establishment, point_of_interest",,things to do Madrid center
ChIJ78a-eygmQg0RbvYF6LTPhbY,Jardín Vertical Caixaforum,4.6,719.0,40.4110561,-3.693161399999999,"establishment, point_of_interest, tourist_attraction",,things to do Madrid center
ChIJPcua_GUoQg0RTyyDtruTvv4,Liria Palace,4.3,5274.0,40.4276752,-3.7124899,"establishment, museum, point_of_interest",,things to do Madrid center
ChIJR88WkmEoQg0R3qpujpTXJZU,La Musa Malasaña,4.5,4809.0,40.4288136,-3.7043854,"bar, establishment, food, point_of_interest, restaurant",2.0,things to do Malasaña Madrid
ChIJI0r_2JUpQg0R-r-DW8goU8I,Líbere Madrid Malasaña,4.7,275.0,40.4273698,-3.7027218,"establishment, lodging, point_of_interest",,things to do Malasaña Madrid
ChIJi47mkjcpQg0RMfOEvKagw58,Craft and Beer,4.8,79.0,40.424382,-3.7068263,"cafe, establishment, food, point_of_interest",,things to do Malasaña Madrid
ChIJC1mMs2IoQg0RnEQPTyiBOUs,Lamucca de Pez,4.4,11433.0,40.42333199999999,-3.7038714,"establishment, food, point_of_interest, restaurant",2.0,things to do Malasaña Madrid
ChIJpYV9-GIoQg0Rh80E_G_BAjA,"DOOC - Design, Objects and Other Things",4.8,66.0,40.4255132,-3.7049503,"establishment, furniture_store, home_goods_store, point_of_interest, store",,things to do Malasaña Madrid
ChIJ-wfI9WIoQg0Rd7teljHcvK4,La Colmada,4.5,976.0,40.4254392,-3.7043994,"establishment, food, point_of_interest, restaurant",1.0,things to do Malasaña Madrid
ChIJPc70zWIoQg0ROGzx08UOEc4,La Fiambrera Art Gallery,4.7,972.0,40.4240445,-3.7060596,"art_gallery, book_store, establishment, point_of_interest, store, tourist_attraction",,things to do Malasaña Madrid
ChIJk4MimxkpQg0RkbaFuin2do4,Erotic Massages Madrid DHARMA MASSAGES,4.7,83.0,40.422602,-3.7064726,"establishment, point_of_interest, spa",,things to do Malasaña Madrid
ChIJPWCllnApQg0RNX4ggMTnxTw,Brunchit,4.7,2636.0,40.425729,-3.708603799999999,"establishment, food, point_of_interest, restaurant",,things to do Malasaña Madrid
ChIJuYNDTIgoQg0R_RXZdj7vP5U,Tribu Malasaña,3.8,1825.0,40.42540109999999,-3.7012226,"establishment, lodging, point_of_interest",,things to do Malasaña Madrid
ChIJ8xKGEogoQg0REcIj5XURiIU,Bodega de la Ardosa,4.2,7436.0,40.4237683,-3.7017596,"bar, establishment, food, point_of_interest, restaurant",2.0,things to do Malasaña Madrid
